INVESTMENT_ID,CUSTOMER_ID,ASSET_CLASS,INVESTMENT_AMOUNT,CURRENT_VALUE,INVESTMENT_DATE,UPDATED_AT
9aa3259f-4171-470f-8628-85ef096f6c3a,d42eae7b-325e-4e6a-8a4f-91fa62e8d284,Bond,67901.36,143714.37,2022-07-25,2025-03-15 13:16:53
3352281a-73fa-4d62-8a40-f090bc17a8fe,eeca60e1-f2bb-4c47-aba0-85cdb0dc3377,Real Estate,8843.98,134461.77,2019-06-20,2025-03-15 13:16:53
835bd7d1-76b4-44ff-8fb9-01fc9db2394f,7bbbd09d-d72c-42fb-ac3b-23af7fd95cc4,Crypto,28342.35,67834.53,2023-06-17,2025-03-15 13:16:53
6ea68957-5ac3-41f2-9396-84877e2951c5,6929c4c4-8d8f-4dcd-aae6-dbf757b98677,Crypto,32296.21,83593.85,2019-02-08,2025-03-15 13:16:53
06b4a2c0-a500-4a69-924b-829d39dddefd,40cb39a0-a382-4555-aa41-3a483ded1139,Mutual Fund,22990.12,95145.15,2015-08-13,2025-03-15 13:16:53
faf7ede3-fa35-4c1c-8e31-37dca39276d4,6756fb9e-8672-40df-9c1b-b1f4f4f39ccc,Stock,61773.81,61674.82,2019-06-14,2025-03-15 13:16:53
ad80016c-4a03-4c98-ad4b-621a336aa7d7,43f0c4d5-a288-4c00-81f0-a9b5d8bad9cf,Stock,59602.84,28525.31,2017-04-06,2025-03-15 13:16:53
682c7205-9198-4848-8b42-f3daa7b8826c,7c7c4609-c0cf-47fe-958d-5e8ee703b9cc,Stock,81572.13,132922.27,2020-11-30,2025-03-15 13:16:53
a578e155-5198-4b45-8192-969d04499170,2cf8368c-72be-4344-aa58-4637e2a68354,Crypto,86264.96,96569.74,2021-02-27,2025-03-15 13:16:53
73d7a102-180d-4dd4-b825-7aeb0b0c100f,045cd6a2-d27e-46ff-be34-b53a8309e7d4,Crypto,12288.19,47094.33,2018-11-05,2025-03-15 13:16:53
7ff31bc6-1806-4e53-8970-41a1b3db62be,c5cce3ed-6b7a-49a8-82b1-7f143f531ea0,ETF,62626.64,6431.75,2018-03-23,2025-03-15 13:16:53
c460a2b6-f0ee-4eb4-a30d-ec6afc3562e0,1d2ef219-384c-438d-af7a-9001f7fc3379,Bond,78864.0,2536.43,2018-11-22,2025-03-15 13:16:53
6aa5fdac-832a-422e-a031-84b693935b80,26e4b414-bfa6-4e8b-9c01-091f3f8a36ad,ETF,62906.29,44765.62,2018-10-30,2025-03-15 13:16:53
ed67da1c-a5a7-459f-ae37-d45a1e80ae2a,3b77624d-db86-4656-8e88-b2e29a2ab828,Bond,11873.15,78978.52,2019-04-15,2025-03-15 13:16:53
8a68776e-66ba-4ff0-b3a0-89fde7d1569a,8cd800d2-5e72-42bd-98f2-0eff08d3b6fc,Mutual Fund,85531.71,53639.75,2019-02-19,2025-03-15 13:16:53
f9990805-5f0f-4f76-a6c5-81cee2d1fcf2,6bafce7d-99c9-48df-8506-293b69aa3c1c,Mutual Fund,94525.46,4786.61,2015-12-11,2025-03-15 13:16:53
70e67fa0-8b4f-44a1-8308-495f3cc8890c,c9b8aa2b-e9fd-42f5-979e-6b46c6b079ee,Stock,70880.7,40275.19,2021-04-25,2025-03-15 13:16:53
81466779-13eb-4618-8790-e97a343fcb3c,b527d4a8-3ecf-4fd7-9aa6-40ce72ba88d3,Crypto,20262.75,118659.21,2015-04-28,2025-03-15 13:16:53
fe271fe1-5ef0-4d20-8d86-cdc448d1d334,44d99ec8-f7fa-4e05-9775-a718b1dca6a3,Real Estate,21318.42,118119.46,2020-02-29,2025-03-15 13:16:53
db713050-c4d4-4a0a-b4f6-da0d8f0ee0be,b82a25ff-52a9-4694-8fa8-1ad19133497e,Stock,25934.46,22298.0,2017-03-05,2025-03-15 13:16:53
8033c487-5f6c-4003-9c06-7a86d696f737,841d5d54-89e2-46ec-87f4-99f8cc5c268d,Real Estate,70111.33,149413.35,2018-05-30,2025-03-15 13:16:53
e36ca333-fdc0-4ee7-895b-5e9be7e1afb7,56fce209-bf14-483d-a568-01cffb29ab4b,ETF,2012.58,148852.87,2023-09-08,2025-03-15 13:16:53
db00a685-2541-4c40-966e-a0300692f4fe,61fdb5a1-223d-4999-bf86-e15518b8c14c,Crypto,48613.6,53442.94,2023-09-08,2025-03-15 13:16:53
98e5cc33-dc0a-41ff-b913-45e709f11107,c8cff7be-5629-4a52-8692-11594301dc04,Stock,18384.15,16577.45,2015-07-22,2025-03-15 13:16:53
48b0bcd4-5ecd-4a77-95a9-8864a69db55e,49c99e19-a711-4be7-9dfc-d7b71a20a160,ETF,71433.68,54990.01,2017-06-18,2025-03-15 13:16:53
3505c6dd-7778-45ce-9b85-7cb17652ae53,c2664dd4-751e-4f32-9f3e-49449b4836a8,Mutual Fund,47637.39,46011.25,2018-04-18,2025-03-15 13:16:53
f0d6b45e-52c3-47a1-9807-d86849796c7b,4f89086f-dcc0-49c1-b269-e24bd2d01745,ETF,21849.11,12368.52,2023-08-21,2025-03-15 13:16:53
aab4e97c-994c-47a7-a80b-cde088b23255,d62a85e8-4fdc-43c7-8251-78dc566ca1e0,Crypto,28382.04,93989.39,2018-08-18,2025-03-15 13:16:53
ab0e4f1e-c764-4214-99b0-b3200afff9a8,6bf1fc40-8d0a-416c-88c4-c08ae755b1b5,Mutual Fund,26263.76,56937.78,2021-03-09,2025-03-15 13:16:53
701ea7c8-5c31-4a5e-85c1-eaf889a5b5d4,fdffbb20-9dcf-4389-a684-91b1b98ec5ed,ETF,22936.36,18326.76,2022-10-27,2025-03-15 13:16:53
e086610a-5b30-4246-95ef-7fb8d4b4eea7,0d8e91b6-308e-4d60-9668-2289273932aa,Stock,73283.65,12242.17,2019-01-12,2025-03-15 13:16:53
68075998-255d-4e39-8967-46a95f9717ec,cb852de7-32dd-4940-8c76-15f02c31622d,Real Estate,47095.38,92124.54,2019-07-17,2025-03-15 13:16:53
3cb3be42-fb10-426d-9c6b-5d077611d73a,c3502c2c-ff4c-431a-bcb3-af9dc8c05da9,Real Estate,69523.29,57667.65,2021-04-02,2025-03-15 13:16:53
914d22c8-e0a5-49ad-a903-e267139752bc,cdadbce8-0c9f-4a96-93ec-33f1978496d5,Bond,71886.59,21426.79,2015-03-30,2025-03-15 13:16:53
02e0f247-7725-46f4-a47b-0b6c7e192891,dbb641e8-2d24-4ad8-9c8e-2b7704bd5e9e,ETF,74355.41,100611.43,2020-12-08,2025-03-15 13:16:53
03132870-38a2-49e4-8044-42d0437ccdc0,2e94f6a0-ab6b-46c1-85cc-53cd427e0a8c,Stock,62354.63,82087.83,2015-10-18,2025-03-15 13:16:53
6f0eb004-7998-41bf-b270-fa4019dc12f7,09752329-df42-4657-a566-5e23677d9225,Crypto,5850.63,53856.7,2018-07-21,2025-03-15 13:16:53
3a1f2c5f-90f5-4422-97e5-a394c51d463e,bf1768a8-5914-42d3-bb2e-560a415aeee1,ETF,25876.97,24867.69,2020-07-12,2025-03-15 13:16:53
5d29c6b8-ff5d-4a27-90cc-ae838f9a035f,70f59efc-9b9a-4037-ac0b-866d5523ca53,ETF,3320.13,47837.92,2018-12-03,2025-03-15 13:16:53
2834ddc6-bf4c-4830-8290-a97d4e0e4a14,5707add4-221c-4dec-a30b-11074c95885a,Real Estate,17536.14,110289.08,2017-10-13,2025-03-15 13:16:53
215bc18d-ae98-4f8f-8569-f9c8cba9a0c2,69c38c58-660f-4183-a3ff-31e76a1dfcae,Stock,61558.01,12570.48,2022-07-18,2025-03-15 13:16:53
a791fdc1-6060-45c6-aa6f-0b4314234fd6,1f2e9ca5-610a-45ff-86a3-7649fc2982e2,Stock,54331.41,93123.7,2017-08-19,2025-03-15 13:16:53
b1de867a-0607-4cab-9661-d856d158ead0,95aa2358-f065-4d07-9b90-0bcc3c7629d3,Stock,68366.47,148865.79,2017-05-20,2025-03-15 13:16:53
63d09417-aaa3-43dd-b49d-a40ab04dea6c,747b24fc-f859-493a-ad87-50a03758e193,Crypto,71878.94,49534.64,2016-03-19,2025-03-15 13:16:53
e8684a6d-ac92-4674-9a4d-e5f391bfe71c,de62d4b8-f1bf-4784-9d85-16fc25ef5701,ETF,37995.92,89085.89,2020-10-25,2025-03-15 13:16:53
1c8db6d7-a7a8-43fd-9434-52d09b19dfb4,b37b1ed6-2d66-49a4-9893-b6ed3779cf59,Mutual Fund,61505.97,142554.09,2017-02-20,2025-03-15 13:16:53
e65f761d-7d25-4084-aaec-30353daf607b,8d36b34c-dfcc-40d1-a23d-9c5247321a42,Bond,49657.35,31114.56,2019-12-28,2025-03-15 13:16:53
a1fba899-b05d-4be0-886f-449ad4b319c7,b824ae99-0b10-4f9c-b7fb-46da6570a2d0,Bond,15523.26,48788.29,2020-09-12,2025-03-15 13:16:53
09d4b62f-7aef-404d-aaf1-9cd16dc3ccda,e62a220a-3719-43fd-89be-20496fe556af,Real Estate,31503.92,121273.92,2021-01-17,2025-03-15 13:16:53
6b8c1842-ef85-43d3-a614-f5d9a0966cc5,a7c70b70-f965-43b2-a165-80a4a7b2c404,Mutual Fund,23962.2,19227.21,2018-11-26,2025-03-15 13:16:53
3cd2e89d-52ac-42cf-bb69-68897b409838,54b2c4c8-e658-414d-8693-3be37d14b4cc,Bond,28715.35,128434.08,2020-02-01,2025-03-15 13:16:53
b916bece-4bc1-40a4-b454-8769ae62e6b7,ea980987-2271-4a15-aeab-55c84c814e4c,Real Estate,63372.55,105422.0,2016-05-29,2025-03-15 13:16:53
3055bd21-7112-4475-a5cc-e36c00efd7af,d7672d4d-6f51-49ca-95fd-a17a0180b06d,ETF,80333.88,134042.96,2023-06-17,2025-03-15 13:16:53
c32c0635-c31d-49be-8f1e-4295ffe81ff6,7301a574-c522-4df7-b91b-5c2a34379771,Crypto,53531.73,22017.81,2020-11-01,2025-03-15 13:16:53
7d891928-1c68-44ec-b99d-7ef17d367378,2d89232e-833e-41d9-a649-36bb226a5c96,ETF,40357.21,12626.43,2017-03-04,2025-03-15 13:16:53
45dad9ca-e8a4-4f87-8a01-3460b97aaae6,6ace6251-3837-4b1f-948b-4a4f4ff0a242,Mutual Fund,95120.81,93234.4,2018-01-07,2025-03-15 13:16:53
57ce0ce4-1322-494a-9514-73bac54167b7,e1c313aa-23f7-471e-a0c8-76b35ca6d2a6,ETF,5646.8,92652.12,2023-06-05,2025-03-15 13:16:53
77886b39-08d0-49ec-abec-acb675957873,95b39e3a-4fa4-407f-baf1-1e0fb6fa5e29,ETF,79551.22,28908.84,2017-11-27,2025-03-15 13:16:53
919431cf-8f84-4bd1-a12a-e438523a7bdc,92cea95e-5171-4bad-9849-da3f7000fb47,Crypto,55222.79,94077.14,2015-09-15,2025-03-15 13:16:53
60014c96-5fbf-4f5b-8971-c8ae33d8b0e9,193d7389-15a4-4f83-83ab-4832abffcde3,Stock,68311.75,25579.05,2021-08-19,2025-03-15 13:16:53
df6d259a-2329-4bbe-abc4-c6d1d59203d9,48cd284d-3319-41bc-a507-2556c0b47258,Stock,27098.1,118544.73,2016-05-27,2025-03-15 13:16:53
fd5ec1b8-cdb2-4591-aeed-f3077393becc,6c15de15-978c-4b7e-8a14-62f4b4292254,ETF,92591.73,46889.53,2020-12-22,2025-03-15 13:16:53
8e455bd3-d42e-4f3b-9ce8-69e350a13c93,f42d4d0e-7c02-4dfa-a831-f02af1879580,Mutual Fund,58122.91,35960.55,2022-09-27,2025-03-15 13:16:53
014d924f-e88d-4c9c-a646-77254a0b1bd0,c6887b97-6553-49c5-bcb2-29295f916e4a,Stock,71345.34,40388.83,2017-04-05,2025-03-15 13:16:53
271f5a78-e2fd-41fd-a2f4-2e3ed76f973a,7a6ebbdd-b4b0-429d-96ac-081380adc275,Stock,17924.27,50076.32,2020-06-06,2025-03-15 13:16:53
dfec5165-ea13-4efb-96c0-3b3527778319,844f5a94-5f4c-4cfd-8053-bfc9cf55a2c2,Real Estate,75288.69,109749.32,2016-02-03,2025-03-15 13:16:53
258f9dd9-45ff-400b-be7c-f2e3d22bb19d,3a419b6b-05bb-4b34-ae47-9c91ca2002f8,Crypto,69662.9,93221.01,2020-01-27,2025-03-15 13:16:53
766a5be9-7d55-4c6b-bdf7-6699ce6ea1d9,840bf168-e674-4cd8-964a-3ae8fa31a327,Crypto,94672.47,80572.13,2015-06-30,2025-03-15 13:16:53
070e5e1e-06c7-448a-b157-4e8c4a375472,9eecc744-c4b1-4514-b6b0-8c71ed1cbf0e,Crypto,92999.53,94562.96,2023-04-28,2025-03-15 13:16:53
c54c1515-61d3-4c0b-a643-c3f44034513d,654f9a22-7605-45c9-b760-70379f89a235,Mutual Fund,88558.48,22066.57,2016-09-26,2025-03-15 13:16:53
aa7c6745-971c-4f08-b907-bff957348daa,aaa8c400-3a46-454c-9f10-b3f4c26d9118,Bond,79777.3,66408.56,2021-08-22,2025-03-15 13:16:53
b5e989ae-cd8c-48a5-a2b8-e64d383c0063,f87ac721-9ea9-4f9f-8551-edf0885a5a37,Crypto,16353.75,78477.97,2018-04-26,2025-03-15 13:16:53
3a207772-4610-4d98-9f7e-4183d95d5091,2e4969fd-88d4-493a-9433-37513223a332,Real Estate,69698.66,102115.64,2015-03-24,2025-03-15 13:16:53
ce6bd114-d1e6-4c6d-97e2-2d7fe7719c97,27b309b7-eef6-4732-8711-b8cbca453fd2,ETF,95019.79,86062.79,2019-09-15,2025-03-15 13:16:53
45feead0-a7d0-40e0-af91-b6b8ee71e314,2ec8ccdf-026a-4715-ac56-6f227df9caf7,Mutual Fund,4683.27,53855.96,2015-02-03,2025-03-15 13:16:53
f8906e15-1d80-4c31-bb55-4912d5d44e7e,eb69554e-ae65-4ba2-908b-2457b2ff8b37,ETF,14160.27,124692.45,2019-10-25,2025-03-15 13:16:53
00209c2e-06ae-487d-92e7-fef51a2ec3cb,838c91dc-ae02-435e-bf26-fd211fffe958,Stock,70876.09,148387.18,2016-11-01,2025-03-15 13:16:53
b8b44a23-601f-42d5-a950-7f4692a38615,e498c0c0-f720-4ede-9e6b-85cd8c63ce54,Stock,12542.57,37364.26,2019-03-25,2025-03-15 13:16:53
a1374e08-e490-4277-bb86-61ef61509c51,22c04578-2e8f-483b-be24-fedc42e5a324,ETF,30197.04,119441.05,2016-02-08,2025-03-15 13:16:53
c13d10b7-83f3-4baa-82cb-69762056531a,0359cb23-ea9c-47d4-ad5f-05c262769702,Mutual Fund,15594.01,78095.14,2020-03-09,2025-03-15 13:16:53
c89f0aa3-0504-4431-983c-e78c1710ae17,92ebbf9a-8560-4b5c-90cb-f978e4042c9c,Real Estate,61635.02,7549.24,2016-03-15,2025-03-15 13:16:53
e0560e2a-7356-4693-af31-31cf6cdd48ef,f35cba0a-42c1-4281-81e7-d826551e787e,Real Estate,96158.79,58112.95,2017-08-28,2025-03-15 13:16:53
89d0731c-5a15-4f70-a4b7-419869ad769e,5e1d5b1e-6f2b-4f4e-9ad5-0a17b515a225,Mutual Fund,95595.9,73798.01,2016-01-16,2025-03-15 13:16:53
48c11bca-fc55-4151-974b-44f5c8fc1908,fabd62c6-525c-40be-86a1-fec1a15d548a,Bond,80544.81,29986.92,2016-02-11,2025-03-15 13:16:53
ff9ff9a5-9243-41d7-9e92-8a009624271f,c3aff510-6812-464a-b8c7-ed16a38a2523,Mutual Fund,1210.08,101841.46,2022-12-01,2025-03-15 13:16:53
bb21ab5c-9b9e-4983-bba9-b2436df244a0,e6839d0d-ef14-4e94-b227-c28c64529854,Stock,55907.47,70930.67,2018-10-25,2025-03-15 13:16:53
17f6774e-3320-4fd1-a480-b2a2b9fe8525,63f69f01-2c67-4051-9891-83fd095fbb65,ETF,95978.7,53367.17,2019-11-13,2025-03-15 13:16:53
1da50f9f-bf51-4b34-a797-40a38e09b6bd,1cdb8672-d5d0-4aba-92dc-3faec295b5d2,Bond,71747.91,5438.94,2023-05-28,2025-03-15 13:16:53
b26b50af-d4ec-466d-ad73-d94fd9a67a74,c798f531-b731-4b06-82d3-5db1ec61c7d6,Stock,31699.84,57251.01,2021-10-08,2025-03-15 13:16:53
857d1498-3190-4e04-b5eb-7eb7a05250a5,f0ac251f-a2d3-4d99-a252-e824735cea9b,Mutual Fund,73162.19,43663.52,2021-11-29,2025-03-15 13:16:53
a46a9bf5-474d-480d-89f1-7212974d6b50,9727e87c-e140-450d-8b55-2a17de160961,Crypto,57988.28,53004.66,2019-09-07,2025-03-15 13:16:53
61277b55-417b-473c-899c-585f1be65dfc,fc885daa-98aa-4204-810a-d9d89ff1d9e3,Crypto,77951.74,135234.67,2023-05-25,2025-03-15 13:16:53
ad492f20-55a4-49a7-a0e2-4b002aa18564,7c367c60-de98-4697-a166-2db06161164b,Stock,80907.16,84057.32,2023-12-14,2025-03-15 13:16:53
c489650c-c9b0-44ba-930e-752c41be5a5e,2d10c7cb-48ba-469a-a8ac-306e72dd0dd5,Bond,11234.71,33168.38,2021-08-15,2025-03-15 13:16:53
3f5131ce-0cf1-4779-9499-329fd306001c,a44c462b-efe1-4017-88d4-3156534c3e0b,Mutual Fund,64790.32,149722.25,2022-11-21,2025-03-15 13:16:53
c102edd2-afae-4316-9c8d-f60109ab9492,40ae7e9b-b2a4-4833-80dc-8d83d674738a,Real Estate,76397.02,83654.35,2023-02-25,2025-03-15 13:16:53
bcba0a9a-7e86-486d-9d0d-1c5ad448c31d,a7de9dd7-d045-4558-bd2c-1925f6849d4f,Stock,99220.62,98296.11,2021-11-02,2025-03-15 13:16:53
9f45be8b-e8f3-42e1-a35c-791c8d2f195c,5ae00acb-ec7e-4777-b9c7-1675dede1415,Mutual Fund,7199.6,69695.86,2020-08-10,2025-03-15 13:16:53
41acdaba-919e-44e4-85f2-ce413a4b9842,a1055d0a-60be-4bfd-bf5e-4ed8702f72da,Mutual Fund,15499.98,88871.17,2019-04-03,2025-03-15 13:16:53
453c3cba-afff-4867-aa1a-cfa8780c5b16,64a601e4-c200-4952-994c-a071d3724e74,Mutual Fund,86237.56,77307.09,2020-07-29,2025-03-15 13:16:53
5052478c-5895-4ac7-a10b-9602ee41a13a,8841b4a2-836a-4082-aab1-4a066615f4fd,Bond,34809.83,93447.1,2018-11-23,2025-03-15 13:16:53
98ddfd76-83fd-4fa0-b704-9677b268855b,fe413c12-d07c-4740-a1d1-dc59e20b047e,Mutual Fund,8442.8,95170.4,2018-05-21,2025-03-15 13:16:53
ccbb2cfa-af68-4a5b-b992-3b8b17461f55,1cd6c1bf-9cab-494f-a321-54be47dd983a,Stock,95455.65,88639.43,2016-04-05,2025-03-15 13:16:53
262376a1-106d-41ef-b866-6618c8e88314,f7be1dfd-348b-4623-a52e-a67424a92775,Real Estate,3557.77,5012.37,2015-01-09,2025-03-15 13:16:53
aea1e190-5e36-4e72-9ab1-6e8974439981,ae243e6b-b174-4a93-b316-a728dacc2735,Real Estate,20080.73,60337.91,2019-12-28,2025-03-15 13:16:53
9d70b064-7cf1-4bad-8f35-7e9936614531,f704afce-74dd-4e4e-850b-ee911410886a,ETF,84507.01,42785.39,2018-08-12,2025-03-15 13:16:53
7c8f8ccd-c98d-4f14-8c26-1204facdd4ed,e046b63f-701f-4987-ad2f-fdebe10103fe,Crypto,46064.63,50572.1,2017-02-11,2025-03-15 13:16:53
bfdf78dd-ec94-4a0c-b8f8-4d9fce9202e0,9ac6c821-1181-411c-b894-8c184d924b23,Crypto,16532.91,109454.28,2022-01-20,2025-03-15 13:16:53
8bc5fa78-1975-47b7-82d8-fac29046115a,d24811ba-c302-4ba3-a742-c20df5ea667d,Stock,52949.39,97989.67,2016-01-12,2025-03-15 13:16:53
15586ad4-fbed-4467-a207-3d06b63ad035,f8eea6bb-45d6-4609-90ac-6604a2467954,Real Estate,21083.72,10532.6,2023-12-05,2025-03-15 13:16:53
9dddae1e-9673-48dc-a654-9c49bb971cff,a396d7ff-7081-4811-8d0b-546f598f69d8,ETF,20800.5,145378.32,2024-01-01,2025-03-15 13:16:53
1551b475-8dd4-4ca3-a214-b4305cc71914,5754100c-c7c1-4a15-bc3f-9310fb948465,Mutual Fund,12957.7,55723.53,2015-11-03,2025-03-15 13:16:53
0a288a00-1ec9-4a0b-bf2d-0e81b7055a68,147ad3fe-18c3-47c5-8b4e-153156cac261,ETF,26783.65,35203.98,2023-06-17,2025-03-15 13:16:53
75fb196f-700f-4c11-89ff-94e7b2d9db5b,4d8bbeee-67c7-4cb4-a4bb-bef5ddc3e537,Bond,91952.5,66482.89,2019-12-06,2025-03-15 13:16:53
0838ac64-3997-4032-97f8-059f095cf8d9,affa5c56-74dd-41b4-9f8a-1974d76fca75,Bond,71612.43,50532.16,2019-04-22,2025-03-15 13:16:53
8598a26f-91db-4c44-922f-b3ae28c776ec,dd5b6443-0e6d-4b18-98bc-251fc6b74112,Real Estate,86090.41,75651.87,2015-11-26,2025-03-15 13:16:53
826df1a1-4344-4374-ac0f-505022170fae,ae5cd8ef-a5f7-4d09-8b66-3cff94b87df6,ETF,9097.31,62642.4,2018-11-11,2025-03-15 13:16:53
cc075799-63bc-4c70-92a5-08e12122cf33,676f55bc-e218-460d-ac4a-17c636bdb0e5,Bond,18181.29,93720.23,2017-03-02,2025-03-15 13:16:53
7a2f1e2c-6dcc-43e3-ade6-bfb415a05e57,27eb752f-7498-491c-857b-f82258f86a73,Crypto,45424.09,61495.75,2016-01-04,2025-03-15 13:16:53
f8e7fa08-94eb-4cdb-8c18-e36727930b94,0dd0e06b-0f24-4a36-acf9-7f8565e9c6be,Bond,56805.06,36824.35,2021-12-15,2025-03-15 13:16:53
c6444f2a-c97c-45c6-9e80-5679b51136c5,a114a658-c2ec-45c7-becd-04ada18ce182,Bond,1410.75,143679.04,2022-07-28,2025-03-15 13:16:53
637f451a-bdd4-45f6-ace4-b227f22cf242,d00f444d-7cb0-41b2-9e54-f67933431c1c,Crypto,81633.94,138829.87,2018-05-17,2025-03-15 13:16:53
dea86c76-4024-4c5e-a71a-4835917799ac,2b5e0313-a47d-4ab3-86ad-58b3b5145173,Mutual Fund,11365.88,101072.03,2021-09-25,2025-03-15 13:16:53
772ff0b2-4f93-4f3d-8adb-71cd76659e4b,e27087a7-35b8-4c0d-ab87-11b55402ca96,Real Estate,19421.58,98615.03,2017-03-21,2025-03-15 13:16:53
cb0ccfd6-6510-4059-a140-b4af64ec5e8f,05ae572c-4028-42da-abd4-47850077b107,Stock,6414.79,127925.76,2015-08-31,2025-03-15 13:16:53
96b471dd-25d1-4619-8135-5faf122f27d1,790aec0c-f3f2-43e3-994e-454c1b43c00c,Real Estate,45851.85,89352.5,2017-05-31,2025-03-15 13:16:53
e9214a8f-9374-42ce-9096-486334bd58ac,ba3d8eaa-67c6-4c15-9314-cfc2d7c8e7a5,Mutual Fund,58957.27,73415.8,2018-09-18,2025-03-15 13:16:53
4be1d03a-2f8c-401c-a592-703bddbf8bba,9903ab02-ed40-4034-aec5-e9da14f7b2f7,Mutual Fund,60681.04,94482.32,2023-07-18,2025-03-15 13:16:53
c28ff59d-5c77-4285-a062-d842a2af8779,3d0dda9c-7d06-4647-90d3-61b6b0df31db,Mutual Fund,25910.5,136589.32,2015-07-27,2025-03-15 13:16:53
291344ba-0037-4ca7-8de7-0f4b3241301e,14a4aa88-a152-4f23-ae61-1c9eefc45056,Mutual Fund,2520.03,124383.69,2023-11-20,2025-03-15 13:16:53
e5f7a21e-6e9e-4906-988b-042bcfb5a57c,28523fae-2aef-40ed-b2ad-71ff7f3b64d6,Real Estate,45054.53,98313.53,2018-12-01,2025-03-15 13:16:53
e44539b2-6ab2-4023-a556-b3bd120dec1c,972821e3-a466-4672-94a0-076a75946a51,ETF,17932.45,76036.09,2021-01-02,2025-03-15 13:16:53
731e2734-0b49-46d9-9e84-9ff5a65fb294,57007bf4-5a80-4209-8669-f4cf45eee08a,Crypto,57733.92,29047.44,2017-12-02,2025-03-15 13:16:53
f6c496c0-cf36-4071-9487-ded7cf7d1ba8,f8380ef6-42a9-4aca-aa47-fd6b20d76177,Crypto,66363.68,89406.8,2017-06-21,2025-03-15 13:16:53
2f3a5028-9cbc-43c9-9b52-7e5648b60379,bbc6ebe0-0063-48c3-9e9c-9837e2823ffb,Mutual Fund,96154.26,69870.68,2019-10-08,2025-03-15 13:16:53
aa3402d6-4790-4a52-8522-dcb4838bcbf2,c5539860-520e-419e-b340-8cfdaa90f406,ETF,14488.65,88886.21,2022-03-24,2025-03-15 13:16:53
37a2094a-4164-40bc-9f03-e039b65edacd,a9df0764-0734-4dcc-bbb1-7842c78749b4,Mutual Fund,77903.15,122662.84,2023-03-26,2025-03-15 13:16:53
50503b94-595d-4925-9413-ea8e8ba3de21,267debc1-3354-4bcc-978e-14d6c5a35d20,Crypto,30157.25,44260.54,2018-09-14,2025-03-15 13:16:53
7f66ccf9-1543-4d77-82bd-0c805d95a823,3a62a7bc-2eda-4b2d-8b61-438fa8aff9ca,Mutual Fund,33026.25,72293.19,2021-12-29,2025-03-15 13:16:53
2d765a75-af89-4cd0-b46a-9c3c55db284c,2851b667-3673-4166-b36b-1c614691fc38,Crypto,32192.9,93193.5,2020-08-09,2025-03-15 13:16:53
754ff2ea-e01c-43b6-bf9f-78793c41be52,b15cc5b1-f243-4e0e-84e0-c157d518b267,Bond,28246.11,56036.94,2015-08-28,2025-03-15 13:16:53
288d49f0-9182-45e7-99b2-8d373ab69255,4b9857e9-e959-406a-aa75-f355ec2f0673,ETF,59548.73,47217.39,2021-01-11,2025-03-15 13:16:53
4ec5544e-6852-498b-bbe2-5c70b4a6943f,e21cd61a-1ff0-499d-9a65-463cf6156aff,Crypto,45647.9,139553.9,2020-08-28,2025-03-15 13:16:53
87950333-5482-477c-95e1-f571130534ec,f08f5abf-8f23-4cab-a244-816d37edb4dd,Real Estate,22685.59,80776.36,2019-12-19,2025-03-15 13:16:53
0ded0dd9-c770-4f82-a3cd-e839af842abb,713a1c8c-be74-467f-8fe3-fa6ff8dca225,Real Estate,82919.37,29786.0,2022-09-13,2025-03-15 13:16:53
d4ab9d65-77a0-4fe4-9270-08dbaca20bb1,69f7002a-9d59-4c51-9c62-9f2c1e6be159,ETF,65518.24,135252.34,2016-05-22,2025-03-15 13:16:53
b5f38c52-a9a9-4c70-b18c-b4fce31a4268,1d3a221b-f3ad-44d5-bf43-29cf7f267d60,Mutual Fund,69305.1,121859.56,2018-12-02,2025-03-15 13:16:53
339e75c7-9f94-4f25-a268-5ee09fe302fb,80cddc5f-f3ec-49ee-aa60-a6f9b92af4a8,Crypto,67901.68,37225.89,2017-07-25,2025-03-15 13:16:53
c3b31e66-5f88-4ba7-84fe-975306feb379,5a6a5257-fa6e-4b8a-ae9b-6dcf2f8552bb,Stock,34018.26,119063.87,2019-09-10,2025-03-15 13:16:53
b65b5015-3f98-450a-a69c-ccd6c5e9da6a,4f7391eb-a0d4-4a69-ae45-b38013bfa025,ETF,93622.24,16173.81,2020-12-08,2025-03-15 13:16:53
3b898f65-52f5-4423-8d96-2bd4ac718fa3,86169c4f-ade2-4653-b60b-3990afe59ae2,ETF,52415.38,60501.38,2017-08-05,2025-03-15 13:16:53
013ae6ed-03ed-4ced-b4ab-44f6e82854be,61514844-143d-4f13-a8f9-8592ab2d4138,Real Estate,8238.62,94687.61,2018-04-04,2025-03-15 13:16:53
eeff88c7-bf92-4cbe-bb2d-28c126bd9be0,dea40d2a-3230-41ab-9aba-8c9450f8e037,Bond,39852.71,52505.06,2023-08-15,2025-03-15 13:16:53
0150879c-cdae-421f-9756-ef1275e96c76,826b91ab-f142-406b-96c2-432e604e0180,Real Estate,60400.53,53761.19,2021-08-17,2025-03-15 13:16:53
5da8515a-8003-46dd-8575-47e36685f299,2710cc4c-0f74-4bd5-9836-a5f9c1e9e7c8,Real Estate,66129.09,127278.79,2018-06-30,2025-03-15 13:16:53
